user_name,member,rating,comment,type,likes_num,comments_numpost_time,collect_time
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:08:56.958486
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:08:57.050800
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:08:57.143907
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:09:12.576421
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:09:12.688141
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:09:12.811055
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:09:12.903270
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:09:12.998386
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:09:13.095366
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:09:13.198933
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:09:13.311539
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:09:13.405469
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:09:13.505265
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:09:30.597668
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:09:30.715616
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:09:30.835837
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:09:30.925327
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:09:31.023644
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:09:31.141825
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:09:31.244804
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:09:31.338139
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:09:31.431377
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:09:31.527864
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:09:47.090651
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:09:47.203314
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:09:47.315347
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:09:47.411723
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:09:47.529080
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:09:47.626300
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:09:47.726458
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:09:47.853975
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:09:47.947648
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:09:48.044714
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:10:05.979576
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:10:06.114817
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:10:06.224882
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:10:06.324055
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:10:06.424851
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:10:06.539880
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:10:06.683298
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:10:06.780153
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:10:06.891806
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:10:06.984686
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:10:25.432811
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:10:25.540890
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:10:25.637243
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:10:25.749193
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:10:25.855702
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:10:25.955287
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:10:26.054076
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:10:26.168984
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:10:26.286503
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:10:26.409765
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:10:43.470801
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:10:43.582757
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:10:43.676348
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:10:43.803668
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:10:43.908915
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:10:44.015634
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:10:44.128044
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:10:44.243344
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:10:44.342371
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:10:44.440801
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:11:02.212439
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:11:02.319711
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:11:02.423964
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:11:02.536716
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:11:02.643023
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:11:02.770427
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:11:02.894878
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:11:02.998851
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:11:03.100404
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:11:03.200790
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:11:21.797804
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:11:21.905904
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:11:22.003647
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:11:22.124725
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:11:22.223711
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:11:22.325370
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:11:22.427755
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:11:22.522494
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:11:22.633582
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:11:22.725702
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:11:39.384744
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:11:39.496635
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:11:39.590951
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:11:39.697404
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:11:39.799020
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:11:39.897952
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:11:40.033478
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:11:40.139210
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:11:40.237970
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:11:40.331619
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:11:56.376528
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:11:56.478734
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:11:56.582992
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:11:56.682936
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:11:56.801142
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:11:56.917039
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 18:11:57.011812
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 18:11:57.113457
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 18:11:57.213096
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 18:11:57.305419
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 18:12:13.953667
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 18:12:14.121424
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 18:12:14.218809
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 18:12:14.329658
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 18:12:14.424647
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 18:12:14.534739
